frame_idx,image_name,track_id,action,action_conf,det_conf,buf_size,x1,y1,x2,y2
99,20230609c_00327.jpg,382,fanning,0.8590,0.9307,14,815,370,882,430
99,20230609c_00327.jpg,158,fanning,0.9511,0.9300,16,1453,371,1507,430
99,20230609c_00327.jpg,372,fanning,0.5807,0.9290,16,382,404,442,476
99,20230609c_00327.jpg,393,neutral,0.9995,0.9280,4,574,954,626,1046
99,20230609c_00327.jpg,828,buffering,0.0000,0.9255,1,1181,371,1245,414
99,20230609c_00327.jpg,752,fanning,0.9104,0.9217,8,1028,372,1075,423
99,20230609c_00327.jpg,507,neutral,0.9692,0.9195,16,442,416,497,491
99,20230609c_00327.jpg,413,fanning,0.7400,0.9187,15,675,371,735,426
99,20230609c_00327.jpg,718,trophallaxis,0.9991,0.9149,11,495,391,549,457
99,20230609c_00327.jpg,642,neutral,0.9608,0.8438,16,759,371,790,387
99,20230609c_00327.jpg,463,trophallaxis,0.9995,0.8326,16,460,374,521,417
99,20230609c_00327.jpg,723,trophallaxis,0.9987,0.7838,10,412,369,475,410
100,20230609c_00328.jpg,804,neutral,0.9991,0.9391,4,565,412,625,500
100,20230609c_00328.jpg,372,uncertain,0.4985,0.9332,16,382,405,437,482
100,20230609c_00328.jpg,835,buffering,0.0000,0.9326,1,421,622,482,705
100,20230609c_00328.jpg,382,fanning,0.9117,0.9313,15,817,370,883,416
100,20230609c_00328.jpg,507,neutral,0.9872,0.9296,16,442,382,513,490
100,20230609c_00328.jpg,809,neutral,0.9983,0.9250,4,891,439,963,520
100,20230609c_00328.jpg,158,fanning,0.9464,0.9249,16,1460,371,1510,430
100,20230609c_00328.jpg,791,neutral,0.9749,0.9223,5,1040,372,1122,481
100,20230609c_00328.jpg,754,neutral,0.9940,0.9189,4,982,417,1060,518
100,20230609c_00328.jpg,718,trophallaxis,0.9992,0.9125,12,495,389,543,458
100,20230609c_00328.jpg,828,buffering,0.0000,0.9121,2,1160,370,1239,408
100,20230609c_00328.jpg,700,buffering,0.0000,0.9047,2,917,840,960,899
100,20230609c_00328.jpg,837,buffering,0.0000,0.9009,1,861,826,900,889
100,20230609c_00328.jpg,413,fanning,0.7676,0.8988,16,670,371,729,408
100,20230609c_00328.jpg,752,fanning,0.8911,0.8681,9,1026,372,1072,414
100,20230609c_00328.jpg,807,fanning,0.9143,0.8651,4,983,437,1026,516
100,20230609c_00328.jpg,463,trophallaxis,0.9995,0.8190,16,457,375,517,417
100,20230609c_00328.jpg,503,trophallaxis,0.9991,0.8044,16,532,372,575,393
100,20230609c_00328.jpg,164,fanning,0.9939,0.7829,16,1327,370,1412,415
101,20230609c_00329.jpg,842,buffering,0.0000,0.9424,1,252,557,319,653
101,20230609c_00329.jpg,804,neutral,0.9975,0.9415,5,562,405,631,488
101,20230609c_00329.jpg,835,buffering,0.0000,0.9413,2,428,587,486,672
101,20230609c_00329.jpg,809,neutral,0.9981,0.9396,5,886,424,946,505
101,20230609c_00329.jpg,372,trophallaxis,0.9303,0.9371,16,383,404,435,486
101,20230609c_00329.jpg,844,buffering,0.0000,0.9336,1,744,475,808,562
101,20230609c_00329.jpg,158,fanning,0.9532,0.9241,16,1461,371,1508,432
101,20230609c_00329.jpg,507,neutral,0.9927,0.9236,16,447,415,497,487
101,20230609c_00329.jpg,379,neutral,0.9986,0.9222,5,578,792,632,882
101,20230609c_00329.jpg,828,buffering,0.0000,0.9201,3,1163,370,1244,405
101,20230609c_00329.jpg,754,neutral,0.9566,0.9200,5,979,395,1038,517
101,20230609c_00329.jpg,791,neutral,0.9551,0.9171,6,1067,373,1126,472
101,20230609c_00329.jpg,718,trophallaxis,0.9993,0.9085,13,499,387,545,454
101,20230609c_00329.jpg,382,fanning,0.6082,0.9024,16,816,369,880,403
101,20230609c_00329.jpg,413,neutral,0.7962,0.8832,16,677,371,715,394
101,20230609c_00329.jpg,164,fanning,0.9930,0.8796,16,1324,368,1412,414
101,20230609c_00329.jpg,752,fanning,0.8337,0.8358,10,1023,371,1079,415
101,20230609c_00329.jpg,837,buffering,0.0000,0.8248,2,869,830,906,887
101,20230609c_00329.jpg,463,trophallaxis,0.9995,0.8067,16,456,375,515,419
101,20230609c_00329.jpg,807,fanning,0.9748,0.7639,5,985,461,1029,516
101,20230609c_00329.jpg,503,trophallaxis,0.9983,0.7095,16,531,373,570,393
102,20230609c_00330.jpg,809,neutral,0.9974,0.9462,6,882,407,938,491
102,20230609c_00330.jpg,835,buffering,0.0000,0.9437,3,432,557,488,639
102,20230609c_00330.jpg,842,buffering,0.0000,0.9416,2,263,527,341,614
102,20230609c_00330.jpg,243,fanning,0.6726,0.9399,12,1211,470,1269,555
102,20230609c_00330.jpg,372,trophallaxis,0.7548,0.9387,16,383,399,434,489
102,20230609c_00330.jpg,158,fanning,0.9423,0.9282,16,1458,371,1510,431
102,20230609c_00330.jpg,844,buffering,0.0000,0.9269,2,751,439,827,523
102,20230609c_00330.jpg,804,neutral,0.9948,0.9267,6,570,397,626,477
102,20230609c_00330.jpg,754,neutral,0.9368,0.9234,6,974,380,1038,510
102,20230609c_00330.jpg,507,neutral,0.9900,0.9224,16,447,413,494,487
102,20230609c_00330.jpg,700,buffering,0.0000,0.9174,3,909,840,956,904
102,20230609c_00330.jpg,791,neutral,0.8544,0.9129,7,1071,374,1128,464
102,20230609c_00330.jpg,718,trophallaxis,0.9991,0.9082,14,502,382,552,450
102,20230609c_00330.jpg,828,neutral,0.9792,0.9078,4,1170,370,1243,402
102,20230609c_00330.jpg,807,fanning,0.9151,0.8901,6,975,443,1022,511
102,20230609c_00330.jpg,164,fanning,0.9923,0.8786,16,1321,369,1412,414
102,20230609c_00330.jpg,382,fanning,0.6442,0.8605,16,818,369,880,396
102,20230609c_00330.jpg,463,trophallaxis,0.9995,0.8411,16,455,377,507,416
102,20230609c_00330.jpg,723,trophallaxis,0.9988,0.8203,11,415,368,465,396
103,20230609c_00331.jpg,842,buffering,0.0000,0.9431,3,299,506,374,592
103,20230609c_00331.jpg,372,fanning,0.8820,0.9428,16,376,404,428,489
103,20230609c_00331.jpg,835,neutral,0.9984,0.9412,4,438,536,494,613
103,20230609c_00331.jpg,804,neutral,0.9884,0.9398,7,571,372,636,464
103,20230609c_00331.jpg,844,buffering,0.0000,0.9391,3,771,403,828,493
103,20230609c_00331.jpg,243,neutral,0.7795,0.9390,13,1218,419,1273,507
103,20230609c_00331.jpg,507,neutral,0.9908,0.9338,16,432,375,502,484
103,20230609c_00331.jpg,754,neutral,0.8819,0.9310,7,973,372,1054,501
103,20230609c_00331.jpg,158,fanning,0.9505,0.9284,16,1457,371,1509,430
103,20230609c_00331.jpg,807,neutral,0.7284,0.9229,7,974,421,1018,501
103,20230609c_00331.jpg,809,neutral,0.9934,0.9209,7,872,385,925,467
103,20230609c_00331.jpg,791,neutral,0.6850,0.9180,8,1076,374,1131,459
103,20230609c_00331.jpg,718,trophallaxis,0.9989,0.9047,15,493,373,554,448
103,20230609c_00331.jpg,828,neutral,0.9269,0.8942,5,1177,371,1242,399
103,20230609c_00331.jpg,164,fanning,0.9914,0.8889,16,1320,369,1413,414
103,20230609c_00331.jpg,463,trophallaxis,0.9995,0.7365,16,455,379,508,423
104,20230609c_00332.jpg,842,neutral,0.9826,0.9404,4,341,491,412,577
104,20230609c_00332.jpg,835,neutral,0.9983,0.9366,5,448,518,498,593
104,20230609c_00332.jpg,372,fanning,0.9797,0.9351,16,372,394,430,484
104,20230609c_00332.jpg,804,neutral,0.9843,0.9339,8,574,370,639,449
104,20230609c_00332.jpg,844,neutral,0.9975,0.9323,4,779,377,833,469
104,20230609c_00332.jpg,752,fanning,0.8587,0.9308,11,989,371,1058,436
104,20230609c_00332.jpg,809,neutral,0.9831,0.9295,8,872,371,919,449
104,20230609c_00332.jpg,158,fanning,0.9375,0.9282,16,1458,372,1511,431
104,20230609c_00332.jpg,507,neutral,0.9908,0.9227,16,431,372,495,485
104,20230609c_00332.jpg,791,uncertain,0.5479,0.9211,9,1076,374,1135,454
104,20230609c_00332.jpg,718,trophallaxis,0.9988,0.9020,16,514,378,555,444
104,20230609c_00332.jpg,807,fanning,0.6138,0.9017,8,974,400,1026,488
104,20230609c_00332.jpg,164,fanning,0.9890,0.8997,16,1317,368,1414,414
104,20230609c_00332.jpg,828,neutral,0.8928,0.8423,6,1182,371,1244,396
104,20230609c_00332.jpg,463,trophallaxis,0.9995,0.8284,16,452,373,517,424
105,20230609c_00333.jpg,835,neutral,0.9925,0.9433,6,451,514,514,583
105,20230609c_00333.jpg,844,neutral,0.9965,0.9389,5,786,392,856,470
105,20230609c_00333.jpg,804,neutral,0.9643,0.9376,9,575,371,639,429
105,20230609c_00333.jpg,867,buffering,0.0000,0.9369,1,584,568,639,657
105,20230609c_00333.jpg,842,neutral,0.7328,0.9286,5,368,464,441,564
105,20230609c_00333.jpg,158,fanning,0.9300,0.9282,16,1461,372,1511,432
105,20230609c_00333.jpg,809,neutral,0.9261,0.9204,9,869,371,924,433
105,20230609c_00333.jpg,372,fanning,0.9935,0.9194,16,373,398,422,481
105,20230609c_00333.jpg,507,neutral,0.9897,0.9189,16,426,389,486,479
105,20230609c_00333.jpg,243,neutral,0.7911,0.9178,14,1210,372,1281,452
105,20230609c_00333.jpg,791,uncertain,0.5197,0.9145,10,1080,374,1137,450
105,20230609c_00333.jpg,164,fanning,0.9861,0.8982,16,1318,368,1413,413
105,20230609c_00333.jpg,807,fanning,0.7541,0.8887,9,966,379,1035,470
105,20230609c_00333.jpg,525,buffering,0.0000,0.8667,3,3,867,40,927
105,20230609c_00333.jpg,752,fanning,0.8717,0.8522,12,986,372,1046,426
105,20230609c_00333.jpg,828,neutral,0.8859,0.7082,7,1197,372,1251,391
105,20230609c_00333.jpg,463,trophallaxis,0.9995,0.6637,16,457,372,513,425
106,20230609c_00334.jpg,844,neutral,0.9869,0.9460,6,815,369,898,455
106,20230609c_00334.jpg,842,neutral,0.7430,0.9346,6,390,461,441,549
106,20230609c_00334.jpg,791,uncertain,0.5280,0.9295,11,1078,373,1138,449
106,20230609c_00334.jpg,158,fanning,0.9161,0.9258,16,1458,372,1509,432
106,20230609c_00334.jpg,507,uncertain,0.5133,0.9257,16,418,381,484,475
106,20230609c_00334.jpg,366,neutral,0.9979,0.9215,4,1248,944,1303,1039
106,20230609c_00334.jpg,718,trophallaxis,0.9989,0.9124,16,465,371,559,441
106,20230609c_00334.jpg,807,fanning,0.8180,0.9015,10,964,372,1028,462
106,20230609c_00334.jpg,243,neutral,0.7617,0.8975,15,1206,372,1277,445
106,20230609c_00334.jpg,164,fanning,0.9857,0.8924,16,1321,368,1413,413
106,20230609c_00334.jpg,463,trophallaxis,0.9995,0.8908,16,457,372,523,425
106,20230609c_00334.jpg,567,fanning,0.9992,0.8907,16,573,370,639,412
106,20230609c_00334.jpg,372,fanning,0.9806,0.8885,16,368,394,421,469
106,20230609c_00334.jpg,809,uncertain,0.5121,0.8873,10,877,371,923,409
106,20230609c_00334.jpg,752,fanning,0.8728,0.8343,13,980,371,1038,413
107,20230609c_00335.jpg,844,neutral,0.9565,0.9346,7,809,370,873,453
107,20230609c_00335.jpg,507,fanning,0.9993,0.9343,16,409,391,481,471
107,20230609c_00335.jpg,158,fanning,0.9320,0.9281,16,1458,372,1509,433
107,20230609c_00335.jpg,791,fanning,0.6089,0.9276,12,1082,372,1140,447
107,20230609c_00335.jpg,842,neutral,0.5531,0.9219,7,383,435,439,545
107,20230609c_00335.jpg,718,trophallaxis,0.9993,0.9029,16,458,370,563,435
107,20230609c_00335.jpg,164,fanning,0.9819,0.9003,16,1321,369,1413,413
107,20230609c_00335.jpg,372,fanning,0.9603,0.8851,16,367,392,418,465
107,20230609c_00335.jpg,567,fanning,0.9991,0.8774,16,584,370,624,395
107,20230609c_00335.jpg,763,buffering,0.0000,0.8655,2,1449,949,1495,999
107,20230609c_00335.jpg,807,fanning,0.9251,0.8540,11,964,373,1033,455
107,20230609c_00335.jpg,243,neutral,0.7592,0.8391,16,1215,372,1276,437
107,20230609c_00335.jpg,463,trophallaxis,0.9995,0.8034,16,457,378,508,422
107,20230609c_00335.jpg,828,neutral,0.8648,0.7900,8,1211,372,1262,392
107,20230609c_00335.jpg,752,fanning,0.8468,0.7367,14,974,373,1036,410
108,20230609c_00336.jpg,844,neutral,0.9177,0.9402,8,805,370,869,442
108,20230609c_00336.jpg,160,neutral,0.9952,0.9373,6,602,581,685,654
108,20230609c_00336.jpg,842,fanning,0.7549,0.9340,8,378,443,442,537
108,20230609c_00336.jpg,158,fanning,0.9546,0.9299,16,1456,372,1510,434
108,20230609c_00336.jpg,507,fanning,0.9993,0.9256,16,416,391,471,472
108,20230609c_00336.jpg,791,fanning,0.6547,0.9223,13,1080,372,1140,444
108,20230609c_00336.jpg,372,fanning,0.8882,0.9188,16,363,392,418,460
108,20230609c_00336.jpg,718,trophallaxis,0.9994,0.9087,16,461,370,569,426
108,20230609c_00336.jpg,463,trophallaxis,0.9994,0.9077,16,457,371,511,423
108,20230609c_00336.jpg,164,fanning,0.9797,0.8993,16,1320,369,1413,414
108,20230609c_00336.jpg,792,buffering,0.0000,0.8801,2,450,819,504,861
108,20230609c_00336.jpg,807,fanning,0.9490,0.8688,12,956,373,1037,445
108,20230609c_00336.jpg,752,fanning,0.8387,0.8220,15,989,371,1045,413
108,20230609c_00336.jpg,243,neutral,0.5975,0.8035,16,1216,372,1277,431
108,20230609c_00336.jpg,898,buffering,0.0000,0.7061,1,1248,373,1272,427
109,20230609c_00337.jpg,899,buffering,0.0000,0.9322,1,661,442,727,531
109,20230609c_00337.jpg,158,fanning,0.9632,0.9314,16,1458,371,1508,436
109,20230609c_00337.jpg,842,fanning,0.8932,0.9295,9,387,449,443,539
109,20230609c_00337.jpg,791,fanning,0.7581,0.9282,14,1084,373,1137,432
109,20230609c_00337.jpg,844,neutral,0.6187,0.9233,9,809,370,871,433
109,20230609c_00337.jpg,372,fanning,0.5915,0.9217,16,360,392,417,459
109,20230609c_00337.jpg,507,fanning,0.9989,0.9214,16,421,397,471,483
109,20230609c_00337.jpg,463,trophallaxis,0.9994,0.9005,16,458,370,575,424
109,20230609c_00337.jpg,164,fanning,0.9795,0.8974,16,1321,368,1413,413
109,20230609c_00337.jpg,718,trophallaxis,0.9994,0.8691,16,513,372,570,420
109,20230609c_00337.jpg,243,uncertain,0.5292,0.8110,16,1218,372,1275,430
109,20230609c_00337.jpg,828,neutral,0.7908,0.7982,9,1222,372,1267,398
110,20230609c_00338.jpg,158,fanning,0.9661,0.9379,16,1455,371,1508,435
110,20230609c_00338.jpg,842,fanning,0.9419,0.9355,10,383,451,437,539
110,20230609c_00338.jpg,907,buffering,0.0000,0.9351,1,734,474,785,568
110,20230609c_00338.jpg,791,fanning,0.8199,0.9286,15,1083,373,1138,432
110,20230609c_00338.jpg,899,buffering,0.0000,0.9235,2,637,422,726,500
110,20230609c_00338.jpg,507,fanning,0.9941,0.9227,16,421,397,482,485
110,20230609c_00338.jpg,844,uncertain,0.5345,0.9221,10,809,370,873,428
110,20230609c_00338.jpg,372,trophallaxis,0.8095,0.9182,16,357,391,413,460
110,20230609c_00338.jpg,243,fanning,0.5873,0.9119,16,1224,372,1272,426
110,20230609c_00338.jpg,463,trophallaxis,0.9994,0.9062,16,460,370,574,425
110,20230609c_00338.jpg,807,fanning,0.9767,0.9057,13,947,373,1007,427
110,20230609c_00338.jpg,164,fanning,0.9857,0.8900,16,1320,369,1414,414
110,20230609c_00338.jpg,752,fanning,0.8332,0.8787,16,1003,371,1062,404
110,20230609c_00338.jpg,379,neutral,0.9991,0.8585,6,574,846,634,882
110,20230609c_00338.jpg,718,trophallaxis,0.9993,0.8233,16,518,371,572,416
111,20230609c_00339.jpg,842,fanning,0.9898,0.9373,11,381,454,435,541
111,20230609c_00339.jpg,907,buffering,0.0000,0.9343,2,728,458,782,549
111,20230609c_00339.jpg,372,fanning,0.9951,0.9292,16,355,393,408,462
111,20230609c_00339.jpg,158,fanning,0.9714,0.9284,16,1454,371,1508,434
111,20230609c_00339.jpg,791,fanning,0.8253,0.9273,16,1086,372,1142,434
111,20230609c_00339.jpg,844,fanning,0.6728,0.9267,11,809,370,876,424
111,20230609c_00339.jpg,507,fanning,0.9982,0.9260,16,422,404,473,488
111,20230609c_00339.jpg,243,uncertain,0.5311,0.9074,16,1219,371,1273,420
111,20230609c_00339.jpg,164,fanning,0.9923,0.8950,16,1320,369,1414,414
111,20230609c_00339.jpg,463,trophallaxis,0.9993,0.8825,16,461,371,576,426
111,20230609c_00339.jpg,718,trophallaxis,0.9992,0.8260,16,504,371,579,407
111,20230609c_00339.jpg,752,fanning,0.7492,0.7834,16,1004,371,1065,405
112,20230609c_00340.jpg,907,buffering,0.0000,0.9419,3,707,456,766,545
112,20230609c_00340.jpg,842,fanning,0.9934,0.9381,12,381,456,440,544
112,20230609c_00340.jpg,158,fanning,0.9762,0.9365,16,1454,371,1507,436
112,20230609c_00340.jpg,372,fanning,0.9935,0.9341,16,350,393,406,466
112,20230609c_00340.jpg,844,fanning,0.7748,0.9256,12,810,369,872,423
112,20230609c_00340.jpg,507,fanning,0.9984,0.9234,16,423,398,482,483
112,20230609c_00340.jpg,791,fanning,0.7931,0.9230,16,1089,373,1141,433
112,20230609c_00340.jpg,807,fanning,0.9787,0.8997,14,955,373,994,416
112,20230609c_00340.jpg,463,trophallaxis,0.9993,0.8981,16,461,374,517,425
112,20230609c_00340.jpg,164,fanning,0.9914,0.8879,16,1320,368,1413,413
112,20230609c_00340.jpg,931,buffering,0.0000,0.8848,1,462,905,535,971
112,20230609c_00340.jpg,243,neutral,0.7170,0.8706,16,1221,372,1267,409
112,20230609c_00340.jpg,752,neutral,0.7314,0.8645,16,1020,370,1074,404
113,20230609c_00341.jpg,907,neutral,0.9960,0.9452,4,682,466,746,555
113,20230609c_00341.jpg,842,fanning,0.9961,0.9420,13,377,457,441,545
113,20230609c_00341.jpg,158,fanning,0.9732,0.9389,16,1454,371,1507,434
113,20230609c_00341.jpg,372,fanning,0.9990,0.9291,16,352,393,399,473
113,20230609c_00341.jpg,844,fanning,0.8292,0.9290,13,813,370,877,421
113,20230609c_00341.jpg,936,buffering,0.0000,0.9288,1,543,371,601,455
113,20230609c_00341.jpg,507,fanning,0.9990,0.9221,16,420,390,483,473
113,20230609c_00341.jpg,931,buffering,0.0000,0.9208,2,439,897,497,981
113,20230609c_00341.jpg,791,fanning,0.7007,0.9203,16,1089,372,1145,431
113,20230609c_00341.jpg,938,buffering,0.0000,0.9202,1,1156,714,1216,830
113,20230609c_00341.jpg,243,neutral,0.7218,0.8974,16,1225,371,1269,397
113,20230609c_00341.jpg,463,trophallaxis,0.9992,0.8846,16,462,373,524,426
113,20230609c_00341.jpg,164,fanning,0.9911,0.8840,16,1322,369,1414,413
113,20230609c_00341.jpg,807,fanning,0.9686,0.8616,15,953,374,991,412
113,20230609c_00341.jpg,752,neutral,0.7588,0.8032,16,1026,372,1093,416
114,20230609c_00342.jpg,907,neutral,0.9859,0.9437,5,673,468,732,564
114,20230609c_00342.jpg,158,fanning,0.9763,0.9398,16,1452,371,1508,434
114,20230609c_00342.jpg,842,fanning,0.9981,0.9374,14,376,454,439,544
114,20230609c_00342.jpg,938,buffering,0.0000,0.9296,2,1141,706,1202,807
114,20230609c_00342.jpg,366,neutral,0.9984,0.9290,5,1242,963,1309,1072
114,20230609c_00342.jpg,372,fanning,0.9993,0.9285,16,351,396,397,478
114,20230609c_00342.jpg,507,fanning,0.9992,0.9274,16,424,391,485,471
114,20230609c_00342.jpg,844,fanning,0.8059,0.9267,14,813,369,874,416
114,20230609c_00342.jpg,791,fanning,0.8980,0.9244,16,1092,372,1144,432
114,20230609c_00342.jpg,936,buffering,0.0000,0.9180,2,543,372,607,455
114,20230609c_00342.jpg,612,buffering,0.0000,0.9154,2,208,853,255,930
114,20230609c_00342.jpg,463,trophallaxis,0.9992,0.8959,16,463,373,535,425
114,20230609c_00342.jpg,807,fanning,0.9423,0.8919,16,961,373,997,400
114,20230609c_00342.jpg,164,fanning,0.9897,0.8820,16,1320,369,1414,414
114,20230609c_00342.jpg,243,neutral,0.8062,0.8672,16,1226,371,1264,394
114,20230609c_00342.jpg,752,neutral,0.9053,0.8620,16,1030,370,1089,398
114,20230609c_00342.jpg,718,trophallaxis,0.9991,0.8443,16,529,373,566,408
115,20230609c_00343.jpg,842,fanning,0.9983,0.9369,15,382,455,443,544
115,20230609c_00343.jpg,951,buffering,0.0000,0.9369,1,1062,539,1111,631
115,20230609c_00343.jpg,907,neutral,0.9550,0.9356,6,667,465,723,562
115,20230609c_00343.jpg,158,fanning,0.9797,0.9312,16,1453,371,1508,430
115,20230609c_00343.jpg,372,fanning,0.9992,0.9264,16,351,395,398,478
115,20230609c_00343.jpg,844,fanning,0.6920,0.9238,15,816,369,872,414
115,20230609c_00343.jpg,507,fanning,0.9993,0.9225,16,424,392,484,471
115,20230609c_00343.jpg,791,fanning,0.9314,0.9218,16,1093,372,1146,429
115,20230609c_00343.jpg,938,buffering,0.0000,0.9185,3,1128,702,1173,779
115,20230609c_00343.jpg,463,trophallaxis,0.9992,0.9078,16,464,373,530,425
115,20230609c_00343.jpg,936,buffering,0.0000,0.8809,3,546,371,636,443
115,20230609c_00343.jpg,752,neutral,0.9396,0.8625,16,1027,371,1084,400
115,20230609c_00343.jpg,164,fanning,0.9916,0.8522,16,1320,369,1413,415
115,20230609c_00343.jpg,807,fanning,0.8790,0.8049,16,968,372,1000,395
115,20230609c_00343.jpg,243,neutral,0.9092,0.7976,16,1225,372,1264,395
116,20230609c_00344.jpg,951,buffering,0.0000,0.9409,2,1038,532,1091,619
116,20230609c_00344.jpg,372,fanning,0.9993,0.9382,16,350,389,404,475
116,20230609c_00344.jpg,158,fanning,0.9833,0.9380,16,1453,371,1506,432
116,20230609c_00344.jpg,907,neutral,0.8631,0.9380,7,670,458,725,549
116,20230609c_00344.jpg,842,fanning,0.9985,0.9322,16,382,455,445,544
116,20230609c_00344.jpg,791,fanning,0.8672,0.9228,16,1093,372,1151,430
116,20230609c_00344.jpg,463,trophallaxis,0.9991,0.9174,16,467,373,529,425
116,20230609c_00344.jpg,507,fanning,0.9993,0.9117,16,423,393,478,471
116,20230609c_00344.jpg,844,fanning,0.6447,0.9097,16,815,369,874,413
116,20230609c_00344.jpg,957,buffering,0.0000,0.9066,1,773,927,810,1001
116,20230609c_00344.jpg,752,neutral,0.9513,0.8962,16,1023,371,1083,400
116,20230609c_00344.jpg,936,neutral,0.9992,0.8929,4,577,371,642,437
116,20230609c_00344.jpg,164,fanning,0.9928,0.8522,16,1317,370,1414,416
116,20230609c_00344.jpg,243,neutral,0.8744,0.8129,16,1228,372,1264,400
117,20230609c_00345.jpg,372,fanning,0.9993,0.9455,16,350,395,403,476
117,20230609c_00345.jpg,907,neutral,0.8423,0.9392,8,677,439,737,528
117,20230609c_00345.jpg,158,fanning,0.9841,0.9333,16,1452,371,1503,433
117,20230609c_00345.jpg,842,fanning,0.9983,0.9329,16,384,454,441,543
117,20230609c_00345.jpg,463,trophallaxis,0.9991,0.9255,16,469,372,530,422
117,20230609c_00345.jpg,222,neutral,0.9876,0.9251,6,1395,700,1445,797
117,20230609c_00345.jpg,968,buffering,0.0000,0.9179,1,92,649,161,738
117,20230609c_00345.jpg,791,fanning,0.9016,0.9138,16,1091,373,1147,428
117,20230609c_00345.jpg,844,fanning,0.6845,0.9133,16,818,369,879,409
117,20230609c_00345.jpg,507,fanning,0.9993,0.9119,16,423,384,489,467
117,20230609c_00345.jpg,752,neutral,0.9818,0.8989,16,1026,371,1088,400
117,20230609c_00345.jpg,936,neutral,0.9994,0.8964,5,583,371,642,443
117,20230609c_00345.jpg,164,fanning,0.9911,0.8581,16,1315,370,1414,415
117,20230609c_00345.jpg,243,neutral,0.8794,0.7471,16,1223,372,1259,400
118,20230609c_00346.jpg,158,fanning,0.9863,0.9287,16,1449,371,1503,433
118,20230609c_00346.jpg,978,buffering,0.0000,0.9249,1,182,746,246,817
118,20230609c_00346.jpg,842,fanning,0.9983,0.9247,16,381,453,448,544
118,20230609c_00346.jpg,936,neutral,0.9992,0.9214,6,596,371,653,447
118,20230609c_00346.jpg,372,fanning,0.9992,0.9207,16,347,390,417,477
118,20230609c_00346.jpg,791,fanning,0.9208,0.9194,16,1088,372,1145,430
118,20230609c_00346.jpg,463,trophallaxis,0.9989,0.9162,16,422,373,532,460
118,20230609c_00346.jpg,507,fanning,0.9993,0.9101,16,420,391,489,459
118,20230609c_00346.jpg,844,fanning,0.7279,0.9069,16,816,369,872,408
118,20230609c_00346.jpg,752,neutral,0.9965,0.8960,16,1023,371,1090,401
118,20230609c_00346.jpg,164,fanning,0.9922,0.8623,16,1314,370,1414,415
119,20230609c_00347.jpg,985,buffering,0.0000,0.9465,1,945,507,1000,596
119,20230609c_00347.jpg,158,fanning,0.9885,0.9323,16,1449,371,1505,433
119,20230609c_00347.jpg,372,fanning,0.9990,0.9308,16,344,393,424,477
119,20230609c_00347.jpg,842,fanning,0.9987,0.9305,16,382,453,445,542
119,20230609c_00347.jpg,463,trophallaxis,0.9990,0.9250,16,473,373,538,422
119,20230609c_00347.jpg,791,fanning,0.9289,0.9242,16,1091,373,1150,431
119,20230609c_00347.jpg,936,neutral,0.9978,0.9182,7,603,371,668,442
119,20230609c_00347.jpg,978,buffering,0.0000,0.9088,2,194,725,254,791
119,20230609c_00347.jpg,989,buffering,0.0000,0.9065,1,1288,590,1359,665
119,20230609c_00347.jpg,995,buffering,0.0000,0.9053,1,1214,869,1258,935
119,20230609c_00347.jpg,417,neutral,0.9912,0.9030,7,1444,840,1517,921
119,20230609c_00347.jpg,844,fanning,0.8482,0.9022,16,814,369,872,407
119,20230609c_00347.jpg,507,fanning,0.9993,0.9003,16,424,378,508,458
119,20230609c_00347.jpg,752,neutral,0.9957,0.8838,16,1025,371,1089,400
119,20230609c_00347.jpg,164,fanning,0.9927,0.8769,16,1312,370,1414,414
120,20230609c_00348.jpg,1000,buffering,0.0000,0.9576,1,989,587,1035,659
120,20230609c_00348.jpg,985,buffering,0.0000,0.9510,2,920,508,985,587
120,20230609c_00348.jpg,791,fanning,0.9417,0.9362,16,1090,372,1148,433
120,20230609c_00348.jpg,372,fanning,0.9990,0.9342,16,354,391,430,474
120,20230609c_00348.jpg,998,buffering,0.0000,0.9334,1,754,387,816,481
120,20230609c_00348.jpg,507,fanning,0.9993,0.9287,16,430,373,517,460
120,20230609c_00348.jpg,463,trophallaxis,0.9979,0.9272,16,472,373,534,422
120,20230609c_00348.jpg,842,fanning,0.9988,0.9271,16,384,450,443,540
120,20230609c_00348.jpg,158,fanning,0.9902,0.9239,16,1450,371,1504,435
120,20230609c_00348.jpg,936,neutral,0.9973,0.9205,8,604,371,676,441
120,20230609c_00348.jpg,844,fanning,0.8281,0.9058,16,823,370,873,407
120,20230609c_00348.jpg,995,buffering,0.0000,0.8929,2,1204,888,1251,946
120,20230609c_00348.jpg,989,buffering,0.0000,0.8864,2,1300,542,1387,640
120,20230609c_00348.jpg,1001,buffering,0.0000,0.8837,1,1334,584,1387,663
120,20230609c_00348.jpg,752,neutral,0.9952,0.8698,16,1015,371,1078,394
120,20230609c_00348.jpg,978,buffering,0.0000,0.8630,3,197,712,259,760
120,20230609c_00348.jpg,164,fanning,0.9923,0.5781,16,1336,370,1414,415
121,20230609c_00349.jpg,985,buffering,0.0000,0.9513,3,892,508,967,587
121,20230609c_00349.jpg,1000,buffering,0.0000,0.9384,2,984,578,1034,659
121,20230609c_00349.jpg,1001,buffering,0.0000,0.9340,2,1332,565,1386,649
121,20230609c_00349.jpg,998,buffering,0.0000,0.9326,2,782,374,843,473
